Age,Male,Female,NHWM,NHBM,NHWF,NHBF,HM,HF,Male_SE,Female_SE,NHWM_SE,NHBM_SE,NHWF_SE,NHBF_SE,HM_SE,HF_SE
54,0.0008021797,0.0006813651,0.0012151888,0.0015787579,0.0008634555,0.0011141991,0.0007409968,0.0005028693,4.2826765E-6,4.5796237E-6,8.1876615E-6,0.0000181479,7.63811E-6,0.0000141471,0.0000118925,0.0000103774
55,0.0013032261,0.0011326387,0.001951366,0.0026062031,0.0014293821,0.0018366891,0.0013520265,0.0009656692,5.850442E-6,6.2159625E-6,0.0000108503,0.0000257708,0.0000102229,0.0000198059,0.0000185648,0.0000162171
56,0.0013032261,0.0011326387,0.001951366,0.0026062031,0.0014293821,0.0018366891,0.0013520265,0.0009656692,5.850442E-6,6.2159625E-6,0.0000108503,0.0000257708,0.0000102229,0.0000198059,0.0000185648,0.0000162171
57,0.0013032261,0.0011326387,0.001951366,0.0026062031,0.0014293821,0.0018366891,0.0013520265,0.0009656692,5.850442E-6,6.2159625E-6,0.0000108503,0.0000257708,0.0000102229,0.0000198059,0.0000185648,0.0000162171
58,0.0013032261,0.0011326387,0.001951366,0.0026062031,0.0014293821,0.0018366891,0.0013520265,0.0009656692,5.850442E-6,6.2159625E-6,0.0000108503,0.0000257708,0.0000102229,0.0000198059,0.0000185648,0.0000162171
59,0.0013032261,0.0011326387,0.001951366,0.0026062031,0.0014293821,0.0018366891,0.0013520265,0.0009656692,5.850442E-6,6.2159625E-6,0.0000108503,0.0000257708,0.0000102229,0.0000198059,0.0000185648,0.0000162171
60,0.0017448009,0.0011351322,0.0018292096,0.0027291816,0.0015018613,0.0020423817,0.0016590518,0.0011899506,6.9892281E-6,5.4296508E-6,8.9321984E-6,0.0000254265,9.1875021E-6,0.0000200271,0.0000207201,0.0000170595
61,0.0017448009,0.0011351322,0.0018292096,0.0027291816,0.0015018613,0.0020423817,0.0016590518,0.0011899506,6.9892281E-6,5.4296508E-6,8.9321984E-6,0.0000254265,9.1875021E-6,0.0000200271,0.0000207201,0.0000170595
62,0.0017448009,0.0011351322,0.0018292096,0.0027291816,0.0015018613,0.0020423817,0.0016590518,0.0011899506,6.9892281E-6,5.4296508E-6,8.9321984E-6,0.0000254265,9.1875021E-6,0.0000200271,0.0000207201,0.0000170595
63,0.0017448009,0.0011351322,0.0018292096,0.0027291816,0.0015018613,0.0020423817,0.0016590518,0.0011899506,6.9892281E-6,5.4296508E-6,8.9321984E-6,0.0000254265,9.1875021E-6,0.0000200271,0.0000207201,0.0000170595
64,0.0017448009,0.0011351322,0.0018292096,0.0027291816,0.0015018613,0.0020423817,0.0016590518,0.0011899506,6.9892281E-6,5.4296508E-6,8.9321984E-6,0.0000254265,9.1875021E-6,0.0000200271,0.0000207201,0.0000170595
65,0.0025251881,0.0017350483,0.0026733386,0.0039026754,0.0023047341,0.0030920399,0.0025345403,0.0019126285,9.518663E-6,7.474149E-6,0.0000121108,0.0000357895,0.0000125234,0.0000282575,0.000030316,0.000024884
66,0.0025251881,0.0017350483,0.0026733386,0.0039026754,0.0023047341,0.0030920399,0.0025345403,0.0019126285,9.518663E-6,7.474149E-6,0.0000121108,0.0000357895,0.0000125234,0.0000282575,0.000030316,0.000024884
67,0.0025251881,0.0017350483,0.0026733386,0.0039026754,0.0023047341,0.0030920399,0.0025345403,0.0019126285,9.518663E-6,7.474149E-6,0.0000121108,0.0000357895,0.0000125234,0.0000282575,0.000030316,0.000024884
68,0.0025251881,0.0017350483,0.0026733386,0.0039026754,0.0023047341,0.0030920399,0.0025345403,0.0019126285,9.518663E-6,7.474149E-6,0.0000121108,0.0000357895,0.0000125234,0.0000282575,0.000030316,0.000024884
69,0.0025251881,0.0017350483,0.0026733386,0.0039026754,0.0023047341,0.0030920399,0.0025345403,0.0019126285,9.518663E-6,7.474149E-6,0.0000121108,0.0000357895,0.0000125234,0.0000282575,0.000030316,0.000024884
70,0.0027409896,0.0020768266,0.0033035603,0.0050882832,0.0028646488,0.0039795506,0.003871692,0.0029143289,9.9738642E-6,8.1375574E-6,0.0000142386,0.0000474123,0.0000139346,0.0000342568,0.0000457114,0.0000351321
71,0.0027409896,0.0020768266,0.0033035603,0.0050882832,0.0028646488,0.0039795506,0.003871692,0.0029143289,9.9738642E-6,8.1375574E-6,0.0000142386,0.0000474123,0.0000139346,0.0000342568,0.0000457114,0.0000351321
